,smiles
1825,CCCC/C=C/c1nc2c(N)ncnc2n1[C@@H]1OC[C@@H](O)[C@H]1O
1826,Cc1cccc(CNC(=O)[C@H]2S[C@@H](n3cnc4c(NCc5cccc(I)c5)ncnc43)[C@H](O)[C@@H]2O)c1
1827,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1828,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)NC5CCCCC5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1829,CCCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1
1830,O=c1[nH]c(-c2ccccc2)cn2c(=O)n(-c3ccccc3)nc12
1831,CCCn1c(=O)c2[nH]c(-c3ccccc3)cc2n(CCC)c1=O
1832,O=c1[nH]c2ccc(Cl)cc2n2c(=O)c(-c3ccc(Cl)cc3)nn12
1833,CCN(CC)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1834,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
1835,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
1836,O=c1[nH]c2ccccc2n2c(=O)c(-c3ccc(F)cc3)nn12
1837,Nc1nc(Cc2ccccc2O)nc2cn(-c3ccccc3)nc12
1838,CNc1nc(-c2cnn(Cc3ccccc3)c2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
1839,COc1ccccc1CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1840,O=C(Nc1ccccc1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12
1841,Cc1cn2c(nc3c2c(=O)n(CCN(C)C)c(=O)n3Cc2ccccc2)[nH]1
1842,COc1ccc(-n2cc3nc(-c4ccccc4)nc(NC(C)=O)c3n2)cc1
1843,Cc1ccc(NC(=O)c2nc(N)nc3ccccc23)cc1
1844,CC(=O)Nc1cc(-c2ccccc2)cc(-c2ccccc2)n1
1845,CCOC(=O)Nc1nc(-c2ccccc2)c(C(=O)c2ccc(OC)cc2)s1
1846,CCCn1c(=O)c2c(nc3[nH]c(C(C)(C)C)cn32)n(Cc2ccccc2)c1=O
1847,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1848,CCCn1c(=O)c2c(nc3[nH]c(-c4ccccc4)cn32)n(CCC)c1=O
1849,Nc1nc(-c2ccco2)nc2sc(-c3ccco3)nc12
1850,Cc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1
1851,CCCCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1
1852,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccc([N+](=O)[O-])cc3)nc12)c1ccccc1
1853,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)n[nH]2)cc1
1854,COc1ccc(-c2cc3c4ccccc4[nH]c(=O)n3n2)cc1
1855,Cc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(C)c1O
1856,COc1ccc(-n2cc3nc(C)nc(NC(C)=O)c3n2)cc1
1857,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(C#Cc3ccc(F)c(F)c3)nc21
1858,CCCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1
1859,O=c1n(-c2ccccc2)nc2c(NS(=O)(=O)c3ccccc3)nc3c([N+](=O)[O-])cccc3n12
1860,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1
1861,Nc1nc(OCCc2ccsc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1862,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc(OC)cc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1863,CCOC(=O)c1nn2c(=O)[nH]c3ccccc3c2c1C(=O)OCC
1864,CC(=O)Nc1nc(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)n1
1865,OC[C@H]1O[C@@H](n2cnc3c(NC4CC5CCC4C5)ncnc32)[C@H](O)[C@@H]1O
1866,O=C(Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12)c1ccccc1
1867,COc1ccc(-n2cc3c(n2)c(NC(C)=O)nc2ccccc23)cc1
1868,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(Cc5ccc(-n6sccc6=O)cc5)nn4)nc31)[C@H](O)[C@@H]2O
1869,CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12
1870,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5OC)CC4)cc3)nc2c1=O
1871,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccccc1I
1872,CCCC(=O)Nc1cc(-c2ccc(Cl)cc2)nc(-c2ccc(Cl)cc2)n1
1873,Cc1ccc(-c2nn3c(N)nc4ccc(Cl)cc4n3c2=O)cc1
1874,O[C@@H]1[C@H](O)[C@@H](COC2CC2)O[C@H]1n1cnc2c(NC3CCCC3)ncnc21
1875,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
1876,N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1cccc(O)c1
1877,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
1878,Nc1nc(OCCc2cc[nH]c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1879,CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21
1880,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(-n4cccn4)nc32)[C@H](O)[C@@H]1O
1881,CCOC(=O)c1cnc(NCCOC)n2nc(-c3ccco3)nc12
1882,CC(C)Nc1nc(NC2CCCCC2)n2nc(-c3ccco3)nc2n1
1883,Cc1cccc(CCNc2nc(C#Cc3ccc(Cl)s3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)c1
1884,CNc1ncc(C(=O)NCCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12
1885,CCNc1nc(-n2cc(-c3ccccn3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1886,Cc1nc2sc(-c3ccc(F)cc3)nc2c(=O)[nH]1
1887,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
1888,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccccc5)cc4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1889,COc1ccc(-c2cc(NC(C)=O)nc(-c3ccc(OC)cc3)c2)cc1
1890,CCOC(=O)c1nc2c(O)nc3ccc(C)cc3n2n1
1891,CCCn1c(=O)c2nc(-c3ccc(OCOC(=O)NCCN)cc3)[nH]c2n(CCC)c1=O
1892,CCOC(=O)CCCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1893,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O
1894,CCOC(=O)c1cnc(OCC)n2nc(-c3ccco3)nc12
1895,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1
1896,O=C(Nc1ccccc1)Nc1nc2ccccc2c2cn(-c3ccccc3)nc12
1897,OC[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)nc(-n4cc(-c5nccc6ccccc56)cn4)nc32)[C@H](O)[C@@H]1O
1898,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1[N+](=O)[O-]
1899,Cc1nc2sc(-c3cccc(F)c3)nc2c(=O)[nH]1
1900,CCCOC(=O)c1c(-c2ccccc2)nc(CCOCc2ccccc2)c(C(=O)SCC)c1CCC
1901,CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1902,COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-c3cc(OC)cc(OC)c3)c2)c1
1903,CC(Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21)C1CC1
1904,Cc1cn2c(nc3c2c(=O)n(CCCO)c(=O)n3Cc2ccccc2)[nH]1
1905,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O
1906,O=C(Cc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1907,Nc1nc(OCCc2c[nH]c3ccc(I)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1908,Nc1nc(/N=N/NC(=O)Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1909,COc1ccc(NC(=O)Nc2nc3cn(C)nc3c3nc(-c4ccco4)nn23)cc1
1910,CSc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
1911,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(OCCc4c[nH]c5ccccc45)nc32)[C@H](O)[C@@H]1O
1912,Nc1nc(/N=N/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1913,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O
1914,CCOc1nc(C)nc2sc(Nc3cccc(OC)c3)nc12
1915,CC(Nc1nc(Cl)nc2c1ncn2[C@@]12C[C@H](O)[C@H](O)[C@@H]1C2)C1CC1
1916,Cn1cc2c(nc(NC(=O)Nc3ccc4ccccc4n3)n3nc(-c4ccco4)nc23)n1
1917,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccc(C)cc2)C1C#Cc1ccccc1
1918,CCCNc1cc(-n2cc(-c3ccc(Cl)s3)nn2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
1919,CCCC(=O)Nc1cc(-c2ccccc2OC)nc(-c2ccccc2OC)n1
1920,O=C(Nc1nc(-c2ccccc2)c(-c2nc3ccccc3c(=O)n2-c2ccccc2)s1)c1ccccc1
1921,Cn1cc2nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc3c2c1
1922,Cc1ccc2nc(O)c3nc(-c4ccccc4)nn3c2c1
1923,Nc1nc(OCCc2ccc(F)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1924,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccccc2C)C1C#Cc1ccccc1
1925,COc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1
1926,Nc1nc(NCc2cccs2)nc2sc(-c3ccccc3)nc12
1927,COc1cccc(Nc2nc3c(=O)[nH]c(C)nc3s2)c1
1928,CCOc1ccccc1CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1929,CCNC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
1930,COC(=O)[C@@H]1CCCN1c1nc2nn(C)cc2c2nc(-c3ccco3)nn12
1931,CC(C)Nc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1
1932,NC(=O)CCNC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2N=CN1NCCc1ccc(CCC(=O)O)cc1
1933,O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NCc5cccc(OCCF)c5)nc(Cl)nc43)C[C@@H]12
1934,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(OCCF)c3)nc(Cl)nc21
1935,O=c1[nH]c2ccccc2n2c(=O)n(-c3ccc(Cl)cc3)nc12
1936,O=c1c2c(nc3ccccn32)n(Cc2ccccc2)c(=O)n1CC1CCCCC1
1937,CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1938,COc1cccc(/C=C/CC(=O)Nc2nc3ccccc3c(=O)s2)c1
1939,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccccc5C(F)(F)F)cc4)ncnc32)[C@H](O)[C@@H]1O
1940,CC(C)(C)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1
1941,CCCn1c(=O)c2c(nc3[nH]c(-c4ccccc4)cn32)n(Cc2ccccc2)c1=O
1942,Cc1ccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)cc1
1943,O=c1n(-c2ccccc2)nc2c(NC3CCCC3)nc3c([N+](=O)[O-])cccc3n12
1944,Cn1cnc2c(NCCc3ccccc3)nc(C#Cc3ccc(Cl)s3)nc21
1945,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
1946,O=C(NC(c1ccccc1)c1ccccc1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
1947,COc1cc(-c2cc(NC(C)=O)nc(-c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC
1948,COc1ccc(-n2nc3c(N)nc(-c4ccccc4)cn3c2=O)cc1
1949,O=C([C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCCC1
1950,CNc1nc(-n2cc(CN(C)C)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1951,Cn1c(=O)c2nn(-c3ccccc3)cc2c2ccccc21
1952,COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c(OC)c1
1953,Nc1nc(OCCc2cccc(F)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1954,Nc1nc(OCCc2c[nH]c3ccc(O)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1955,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
1956,Nc1nc(SCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1957,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1958,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21
1959,COc1ccc(CC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
1960,CCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O
1961,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@@H]1N
1962,Cc1nc(NC(=O)Cc2ccccc2)c2nn(-c3ccccc3)cc2n1
1963,CCOC(=O)c1c(CC)nc(-c2ccccc2)c(C(=O)OCC)c1CC
1964,Fc1ccc(C#Cc2nc(NCc3cccc(Cl)c3)c3nc[nH]c3n2)cc1F
1965,O=C(Nc1cccc(Cl)c1)Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12
1966,CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(F)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1967,O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1968,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](C)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1
1969,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CC4CCC3C4)c2[nH]1
1970,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1
1971,Cn1cc2c(nc(N=C(Nc3ccc(F)cc3)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1
1972,Cc1ccc(-c2nc(N)c3nn(Cc4ccccc4O)cc3n2)o1
1973,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N(C)C)nc43)[C@H](O)[C@@H]2O)n1
1974,Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1
1975,CC(=O)Nc1nc2ccccc2c2cn(-c3ccc(C)cc3)nc12
1976,Fc1ccc(CNc2nc(NCc3ccc(F)cc3)n3nc(-c4ccco4)nc3n2)cc1
1977,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(F)cc2F)s1)c1ccco1
1978,Cc1sc2nc(NC(=O)c3ccccc3)[nH]c(=O)c2c1C
1979,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCSC(C)=O
1980,CC1=C(C)C2C(=O)NC(NC(=O)c3ccccc3)=NC2S1
1981,Nc1nc2cn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1982,N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2ccnc2)c1
1983,Cn1cc2nc(N)n3nc(-c4ccco4)nc3c2n1
1984,c1ccc(CNc2nc3ccccc3c3nn(-c4ccccc4)cc23)cc1
1985,O=c1[nH]c2ccccc2nc1-c1cc(Cl)n[nH]1
1986,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
1987,Clc1cc(Cl)c(OCC#CI)cc1Cl
1988,Oc1nc2ccc(Cl)cc2n2nc(-c3ccsc3)nc12
1989,CN(CCO)C(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
1990,CC(=O)Nc1cc(-c2ccc(C(F)(F)F)cc2)nc(-c2ccc(C(F)(F)F)cc2)n1
1991,O=C(NCCO)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc31)[C@H](O)[C@@H]2O
1992,CCC(=O)Nc1nc(-c2ccc3c(c2)OCO3)cc(-c2ccc3c(c2)OCO3)n1
1993,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)O)cc3)n3nc(-c4ccco4)nc23)n1
1994,CSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O
1995,Clc1cccc(CNc2nc(C#Cc3ccc(Cl)s3)nc3[nH]cnc23)c1
1996,c1coc(-c2nc3nc(NC4CCCCC4)nc(NC4CCCCC4)n3n2)c1
1997,CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12
1998,OC[C@H]1O[C@@H](n2cnc3c(NC4CC5CCC4C5)nc(Cl)nc32)[C@H](O)[C@@H]1O
1999,Cn1cc2c(nc(NCCCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
2000,O=C(Nc1nc(-c2ccccc2)c(-c2nc3ccccc3c(=O)n2-c2ccccc2)s1)c1ccco1
2001,Cc1nc2c([nH]1)c1nc(C)[nH]c1c1nc(C)[nH]c21
2002,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCC(=O)O)ncnc32)[C@H](O)[C@@H]1N
2003,O=c1[nH]c(-c2ccccc2)nc2cn(Cc3ccccc3)nc12
2004,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
2005,O=C(Nc1nc(-c2ccccc2)ns1)c1ccc(O)cc1
2006,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1
2007,N=C(N)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO
2008,Nc1nc(OCCc2ccc3ccccc3c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2009,Cn1cc2c(nc(NC(C)(C)C(C)(C)C)n3nc(-c4ccco4)nc23)n1
2010,CCCC(=O)Nc1nc(-c2ccc(C)cc2)cc(-c2ccc(C)cc2)n1
2011,CCOC(=O)c1cnc(NC2CCCCC2)n2nc(-c3ccco3)nc12
2012,Nc1nc(N/N=C/c2ccc(Cl)cc2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2013,CCNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
2014,CCCC(=O)Nc1cc(-c2ccc(C(C)=O)cc2)nc(-c2ccc(C(C)=O)cc2)n1
2015,Nc1nc(-c2cccc(O)c2)cn2c(=O)n(-c3ccccc3)nc12
2016,N#Cc1c(N)nc(SCc2ccccn2)c(C#N)c1-c1ccco1
2017,c1ccc(Sc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1
2018,N#Cc1cccc(-c2nc(NC(=O)O)sc2-n2cncn2)c1
2019,CCCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1
2020,Cc1ccc(CNC(=O)[C@H]2S[C@@H](n3cnc4c(NCc5cccc(I)c5)ncnc43)[C@H](O)[C@@H]2O)cc1
2021,CCc1nc2c([nH]1)c1nc(C)[nH]c1c1nc(CC)[nH]c12
2022,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(Nc3ccc(Cl)cc3F)ncnc21
2023,CN(C)C(=O)[C@H]1S[C@@H](n2cnc3c(N(C)C)nc(Cl)nc32)[C@H](O)[C@@H]1O
2024,Nc1nc(-c2ccco2)c2nnn(Cc3ccsc3)c2n1
2025,Cn1cc2c(nc(NCCCCCO)n3nc(-c4ccco4)nc23)n1
2026,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCOCCOCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
2027,CC(C)SC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O
2028,Cn1c(=O)c2nn(-c3ccc(Cl)cc3)c(=O)n2c2ccccc21
2029,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCOOCCCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cc3)n3nc(-c4ccco4)nc23)n1
2030,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1CN
2031,COc1ccc(-c2[nH]c(-c3ccccc3)nc3nc(C4CCCCC4)nc2-3)cc1
2032,CC(=O)Nc1nc2ncccc2n2c(=O)n(-c3ccccc3)nc12
2033,CCCCC#Cc1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
2034,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(Nc5ccc(Cl)cc5F)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
2035,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]c2c1=O
2036,O=C(Nc1nc2ccccc2c2cn(-c3ccc(C(F)(F)F)cc3)nc12)c1ccccc1
2037,Clc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12
2038,Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12
2039,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
2040,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)ns2)cc1
2041,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc(O)cc5)nc43)[C@H](O)[C@@H]2O)n1
2042,O=C(N/N=N/c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1
2043,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCC(c3ccccc3)c3ccccc3)nc(C#Cc3ccccc3Cl)nc21
2044,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
2045,Oc1nc2ccccc2c2cc(-c3ccccc3F)nn12
2046,COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1
2047,CCCn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccncc2)c1=O.Cl
2048,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCc2ccccc2)C1/C=C/c1ccccc1
2049,CCC(=O)Nc1nc(/C=C/c2ccccc2)cc(/C=C/c2ccccc2)n1
2050,Nc1nc(OCCc2c[nH]c3c(Br)cccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2051,CC(C)Cn1c(=O)c2c(nc3[nH]c(-c4ccccc4)cn32)n(CC(C)C)c1=O
2052,O=C(NCc1cccc(Cl)c1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
2053,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)cc31)[C@H](O)[C@@H]2O
2054,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCCc2ccccc2)C1C#Cc1ccccc1
2055,CCc1nc2c3[nH]c(C)nc3c3[nH]c(C)nc3c2[nH]1
2056,Cc1ccc(-c2nc(N)c3nn(-c4ccccc4)cc3n2)o1
2057,Nc1nc(/N=N/NC(=O)NCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2058,Cc1ccc2nc(NC(=O)CCCc3ccccc3)sc(=O)c2c1
2059,CCC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1
2060,Cn1cc2c(nc(N)n3nc(-c4ccc(-c5ccccc5)cc4)nc23)n1
