,smiles
3353,COc1ccc(CC(=O)Nc2nc(N(C)C)nc3nc(-c4ccco4)nn23)cc1
3354,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)N2CCN(c3ccc(F)cc3)CC2)[C@@H](O)[C@H]1O
3355,Nc1nc(NC(=O)CCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3356,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1
3357,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(OC)cc3)nc2N(C)C)sc(C(=O)OC)c1C
3358,CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCc2ccccc2)c1C#Cc1ccccc1
3359,Nc1nc(NC(=O)C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3360,CO/C(O)=C1\C(C)=NC(C)=C([N+](=O)[O-])[C@@H]1c1ccccc1C(F)(F)F
3361,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)[nH]c(NC3CCCCCCC3)c-2n1
3362,CO/C(O)=C1/C(C)=NC(C)=C(C(=O)OCc2ccccc2)C1C
3363,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H](C3CCC3)C3CC3)nc(Cl)nc21
3364,O=C(Nc1nc(Cl)c2cn(CCc3ccccc3)nc2n1)c1ccc(C(F)(F)F)cc1
3365,O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO
3366,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(C(F)(F)F)ccc4Cl)c3)[nH]c2n(CCC)c1=O
3367,CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1/C=C/c1ccccc1
3368,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1
3369,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(I)cc1
3370,Nc1nc(-c2cnn[nH]2)c2nnn(Cc3ccccc3F)c2n1
3371,CCCn1c(-c2ccccc2)nc2c(NC3CCOC3)ncnc21
3372,CCOC(=O)C1=C(c2ccccc2)N=C(CC)/C(=C(/O)OCC)C1C
3373,CCCCn1c(=O)[nH]c2nc(-c3ccc(CC(=O)O)cc3)[nH]c2c1=O
3374,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC4CCCC4)ncnc31)C[C@@H]2O
3375,CCOC(=O)c1nc(N(C(=O)c2ccc(Br)cc2)C(=O)c2ccc(Br)cc2)nc2nn(C)cc12
3376,O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc(Cl)c2cn(CCc3ccccc3)nc2n1
3377,Cl.Cn1cc2c(nc(NCC3CCC(CN)CC3)n3nc(-c4ccco4)nc23)n1
3378,CCn1nc(-c2nccs2)c2sccc2c1=O
3379,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@@H](C3CCC3)C3CC3)nc(Cl)nc21
3380,Cc1cnc(-c2nc3c(-c4ccc(=O)n(C)c4)cnc(N)n3n2)s1
3381,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
3382,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
3383,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
3384,Cc1ccc(-c2nc3c(-c4ccc(=O)n(C)c4)cnc(N)n3n2)o1
3385,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
3386,CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCc4ccccc4)cc3)[nH]c2c1=O
3387,Cc1ccccc1-c1nc2c(NC3CCCC3)ncnc2n1C
3388,CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(CCc3ccccc3)cc12
3389,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5cccc(Cl)c5)n4)c3)[nH]c2n(CCC)c1=O
3390,Cc1cccc(O[C@H](C)C(=O)Nc2nc(-c3ccccc3)n[nH]2)c1
3391,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccc(OC)cc5)on4)c3)[nH]c2n(CCC)c1=O
3392,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]nnc4c3)c2n1
3393,CCCn1c(=O)c2c(nc3ccccn32)n(C)c1=O
3394,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
3395,CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2OC)n(CC)c1=O
3396,C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21
3397,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)C1CCC1
3398,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1
3399,CC(=O)CNc1nc(-c2ccccc2)nc2nc(C(C)C)cn12
3400,Nc1nc(C(=O)NCc2ccccn2)cn2c1nc1ccccc12
3401,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2[C@@H]1OC[C@@](O)(CO)[C@H]1O
3402,C#CCn1c(=O)[nH]c2[nH]cnc2c1=O
3403,Nc1nc(N2CCN(C(=O)Cc3ccc(Br)cc3)CC2)nc2nc(-c3ccco3)nn12
3404,O=C(Nc1nc(-c2ccccc2)n[nH]1)C1CCCO1
3405,CCOC(=O)CNC(c1ccccc1)c1cc(Br)ccc1NC(=O)c1ccccc1
3406,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OC(C)(C)C)C1C#Cc1ccccc1
3407,CN1CCN(CCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)CC1
3408,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1/C=C/c1ccccc1
3409,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
3410,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12
3411,O=C(O)c1ccc(CNC(=O)c2cnn(-c3nc(N[C@H]4CCCO4)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)c2)cc1
3412,Fc1cccc(F)c1Nc1nc2c(N3CCCC3)ncnc2s1
3413,CN1C(=O)C2C(c3ccncc3N2C)N(C)C1=O
3414,Cc1ccc(-c2n[nH]c(NC(=O)COc3ccccc3)n2)cc1
3415,Cc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1
3416,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)cc1
3417,Nc1ncnc2c1nc(Br)n2CCCO
3418,O=C(O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
3419,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
3420,Cc1ccc2oc(=O)c(NC(=O)c3ccccc3)cc2c1
3421,CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1ccccc1[N+](=O)[O-]
3422,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
3423,O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
3424,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(Cc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O
3425,O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)c1ccc(Cl)cc1
3426,NCCNCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3427,C[C@@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1
3428,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)[nH]c2n(CCC)c1=O
3429,COc1ccc(NC(=O)Nc2nc(-c3ccccc3)ns2)cc1
3430,CN1C(=O)N2CCN=C2c2c1nc(-c1ccccc1)n2C
3431,Nc1nc(-c2ccc(NC(=O)CCN3CCN(c4ccccc4)CC3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3432,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1
3433,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(I)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3434,CCCCCCCCc1ccc(O)cc1
3435,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O
3436,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1
3437,CCn1c(=O)c2c(nc3n2CCCN3CCc2cccc(OC)c2)n(CC)c1=O
3438,Nc1nc2nn(CCc3cccc4ccccc34)cc2c2nc(-c3ccco3)nn12
3439,OC[C@@H]1CCCN1c1ncnc2sc(Nc3c(F)cccc3F)nc12
3440,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccccc5C(F)(F)F)CC4)nc32)[C@H](O)[C@@H]1O
3441,S=C=Nc1cccc2ccccc12
3442,Nc1nc(SCCC2OCCO2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3443,Nc1nc(NCc2ccc(S(N)(=O)=O)cc2)nc2sc(-c3ccco3)nc12
3444,C[C@@]1(O)[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(NC3CC4CCC3C4)ncnc21
3445,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(CC(=O)O)cc5Br)CC4)nc32)[C@H](O)[C@@H]1O
3446,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)N2CCC(Cc3ccccc3)CC2)[C@@H](O)[C@H]1O
3447,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc([N+](=O)[O-])cc1
3448,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@]1(C)O
3449,COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1
3450,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccc(Cl)cc1
3451,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
3452,CCOC(=O)c1nc(NC(=O)c2ccc(Br)cc2)nc2nn(CCc3ccccc3)cc12
3453,Nc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1
3454,Cc1ccccc1-n1cc2c(n1)c(N)nc1ccccc12
3455,O=[N+]([O-])c1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1
3456,Nc1nc(SCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3457,Clc1ncnc2sc(Nc3ccccc3)nc12
3458,CC(C)Oc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1
3459,O=C(Nc1ccc(-c2ccncn2)c(-c2ccco2)n1)C1CC1
3460,Cl.Cn1cc2c(nc(NCCCN)n3nc(-c4ccco4)nc23)n1
3461,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(C(=O)O)c3)c2n1
3462,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5)on4)c3)nc2n(CC)c1=O
3463,O[C@H]1[C@H](n2cnc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc32)[C@H]2C[C@@]2(CCl)[C@H]1O
3464,O=c1oc2c(O)c(O)ccc2cc1-c1ccccc1
3465,CCOC(=O)c1c(C)nc(C2CCCC2)c(C(=O)OCc2ccccc2)c1C#Cc1ccccc1
3466,CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)N2CCOCC2)[C@@H](O)[C@H]1O
3467,Cc1ccc(Nc2nc(C)c(C(=O)Nc3sc4c(c3C#N)CCCC4)s2)cc1
3468,CCN(CC)c1ncnc2sc(Nc3ccc(Cl)cc3)nc12
3469,Clc1ncnc2sc(Nc3cccc(Br)c3)nc12
3470,Nc1ncnc2c1nc(-c1ccco1)n2CCO
3471,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc(C(=O)OC)c1C
3472,O=C(Nc1nc(-c2ccccc2)c(-c2nc3ccccc3c(=O)[nH]2)s1)c1ccco1
3473,CCOc1cccc2cc(-c3ccc(C)cc3)c(=O)oc12
3474,CCCOc1c2ccoc2cc2oc(/C=C/c3ccccc3)cc(=O)c12
3475,NCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3476,O=C(Nc1ccccc1)Nc1nc(-c2ccccc2)ns1
3477,O=C([C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCC(Cc2ccccc2)CC1
3478,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
3479,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1
3480,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(CCc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O
3481,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
3482,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccccc3)nc2-c2ccc(C)cc2)sc2c1CCCC2
3483,Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3484,CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OC)C1c1ccc(OC)cc1
3485,Nc1ccccc1C(=O)Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1
3486,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccccc3)nc2N(C)C)sc2c1CCCC2
3487,O=C(O)c1cnn(-c2nc(NC3CCCC3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
3488,CCOC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1
3489,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CC(C)(C)N([O])C(C)(C)C4)ncnc32)[C@H](O)[C@@H]1O
3490,CNC(=O)[C@H]1[Se][C@@H](n2cnc3ncnc(NCc4cccc(I)c4)c32)[C@H](O)[C@@H]1O
3491,Nc1ncnc2c1nc(Br)n2C1CCCC1
3492,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccccc5C(F)(F)F)on4)c3)[nH]c2n(CCC)c1=O
3493,CSc1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1
3494,Cl.Cn1cc2c(nc(NCCCCN)n3nc(-c4ccco4)nc23)n1
3495,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
3496,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccc(C(F)(F)F)cc1
3497,Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1
3498,O=C(Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12)NC1CCCCC1
3499,Clc1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1
3500,Nc1ncnc2c1nc(-c1ccco1)n2CCCO
3501,CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(CC(C)(C)C)cc12
3502,CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(CC(C)(C)C)cc12
3503,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)[nH]c2n(CCC)c1=O
3504,Nc1nc(-c2ccc(OCCN3CCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3505,CN1CCN(c2ncnc3sc(Nc4ccccc4)nc23)CC1
3506,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(Cl)cc1
3507,CCCCn1c(=O)c2c(ncn2[C@H]2[C@H](O)[C@H](O)[C@]3(CO)C[C@H]23)n(CCCC)c1=O
3508,C[C@@]1(O)[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21
3509,Cc1cn2c(=O)n(-c3ccccc3)nc2c(N)n1
3510,CCCn1c(=O)c2nc(C34CC5CC(C3)C(C5)C4)[nH]c2n(CCC)c1=O
3511,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O
3512,O=C(Nc1nc(Oc2ccccc2)nc2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1
3513,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5cccc(Cl)c5)on4)c3)[nH]c2n(CCC)c1=O
3514,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1
3515,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2OC)n(C)c1=O
3516,Cc1cc2[nH]c3cccnc3c2c(C)c1O
3517,CCC(=O)Nc1nc(-c2ccc(SC)cc2)cc(-c2ccc(SC)cc2)n1
3518,Cn1c(=O)n(Cc2ccccc2)c(=O)c2[nH]cnc21
3519,O=C([C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O)N1CCOCC1
3520,c1ccc(Nc2nc3c(N4CCOCC4)ncnc3s2)cc1
3521,CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1C
3522,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
3523,Cc1ccc(-c2cc(=O)c3c(C)c(C)c(C)cc3o2)cc1
3524,Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12
3525,Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12
3526,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21
3527,CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCCCC4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)[nH]c2c1=O
3528,CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2
3529,CCOC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)SCCOC)C1CC
3530,COc1cc2oc(-c3ccc(O)cc3O)c(CC=C(C)C)c(=O)c2c(O)c1/C=C/C(C)C
3531,O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(Cl)c1
3532,O=C(COCc1ccccc1)Nc1nc(-c2ccccc2)n[nH]1
3533,CCOC(=O)C1=C(C)Nc2nccn2C1c1cccs1
3534,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(C(=O)O)cc3)nc2c1=O
3535,CNC(=O)[C@]12C[C@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCC(=O)NCCN)nc31)[C@@H](O)[C@H]2O
3536,Cc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1
3537,CCn1c(-c2ccco2)nc2c(N)ncnc21
3538,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)C1CCCC1
3539,Clc1ccc(Nc2[nH]c3ccccc3c3nc(C4CCCC4)nc2-3)cc1Cl
3540,Clc1ccc(Nc2nc3ccccc3c3[nH]c(C4CCCC4)nc23)cc1Cl
3541,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
3542,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc2c1CCCC2
3543,Cc1nn(C(C)c2ccccc2)c(=O)c2nc(C)n3nc(-c4ccccc4)cc3c12
3544,CCCn1c(=O)c2nc([C@H]3CC4C[C@@H]3[C@H]3O[C@@H]43)[nH]c2n(CCC)c1=O
3545,CCOc1ccc(-c2oc3cc(OCC)cc(O)c3c(=O)c2OCC)c(OCC)c1
3546,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
3547,O=C(Nc1ccc(-c2ccncc2)c(-c2cncs2)n1)C1CC1
3548,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc([N+](=O)[O-])c1
3549,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccccc5OC)on4)c3)[nH]c2n(CCC)c1=O
3550,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(C(F)(F)F)cc1
3551,CCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3552,Clc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1
3553,Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br
3554,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(CC(C)(C)C)nc3n2)cc1
3555,O=C(Nc1ccccc1)Nc1nc(-c2ccccn2)cs1
3556,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccc(C(=O)OCC(Cl)(Cl)Cl)cc2)C1C#Cc1ccccc1
3557,COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)cc3)nc12
3558,COc1ccc(-c2cc3cccc(OC)c3oc2=O)cc1
3559,O=c1oc2c(O)cccc2cc1-c1ccccc1
3560,Cc1cn2c(=O)n(-c3ccc(O)cc3)nc2c(N)n1
3561,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1OC(C)=O
3562,COc1ccccc1-n1nc2c(=O)[nH]c(-c3ccccc3)cn2c1=O
3563,COc1ccc(CC(=O)Nc2nc(Oc3ccccc3)nc3nc(-c4ccco4)nn23)cc1
3564,Cn1c(-c2ccco2)nc2c(NC(=O)Cc3ccc(OCc4ccccc4)cc3)ncnc21
3565,Cc1cc(C)c(-c2oc3ccc(Cl)cc3c(=O)c2Cl)c(C)c1
3566,CNC(=O)[C@]12C[C@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCC(=O)O)nc31)[C@@H](O)[C@H]2O
3567,Cn1cc2c(n1)[nH]c(=O)n1nc(-c3ccco3)nc21
3568,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(N[C@@H]5CCOC5)ncnc43)[C@H](O)[C@@H]2O)n1
3569,COc1ccc(C(=O)Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1
3570,Cc1ccc(O[C@H](C)C(=O)Nc2nc(-c3ccco3)n[nH]2)cc1
3571,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccccc1F
3572,CCOc1cccc2cc(-c3ccc(OC)cc3)c(=O)oc12
3573,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc(Cl)c1
3574,CCCC(CCC)c1nc2c(Nc3ccc(Cl)c(Cl)c3)nc3ccccc3c2[nH]1
3575,CCOC(=O)c1nc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)nc2nn(C(C)C)cc12
3576,c1ccc(-c2ccc(Nc3nc4ncnc-4c(NC4CCCCC4)[nH]3)cc2)cc1
3577,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)ncnc43)[C@H](O)[C@@H]2O)n1
3578,Cc1cccc(C)c1OCC(=O)Nc1nc(-c2ccccc2)n[nH]1
3579,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCCN4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O
3580,COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1
3581,COc1cccc(C(=O)Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)c1
3582,CCO/C(O)=C1/C(C)=NC(C)=C(C(=O)OCCSc2ccccc2)C1C
3583,CCNC(=O)C1=C(c2ccccc2)N=C(C)/C(=C(/O)OCC)C1C#Cc1ccccc1
3584,Nc1nc(-c2cc(O)c(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12
3585,Cc1c(C)n([C@H](C)c2ccccc2)c2nc(-c3ccccc3)nc(NCCN)c12
3586,O=C(Nc1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1)Nc1ccc(C(F)(F)F)cc1
3587,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CCCC5)ncnc43)[C@H](O)[C@@H]2O)n1
3588,Cn1cc2c(nc(NCCCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1
3589,CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C(C)C)cc12
3590,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O
3591,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@]1(C)O
3592,CCn1c(-c2ccccc2)nc2c(N)ncnc21
3593,COc1ccc(-c2cc(NC(=O)CCC(=O)N3CCN(CC(=O)NC(C)(C)C)CC3)nc(-c3ccc(OC)cc3)n2)cc1
3594,CC(=O)CNc1nc(-c2ccccc2)nc2nc(-c3ccccc3)cn12
3595,CCOC(=O)c1nc(NC(=O)c2ccc(C(F)(F)F)cc2)nc2nn(CCc3ccccc3)cc12
3596,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc(F)c1
3597,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C(=O)O)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3598,Nc1nc(-c2ccc(NC(=O)CCNCCc3ccc(S(N)(=O)=O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3599,COc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1
3600,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(CC(=O)O)cc5)CC4)nc32)[C@H](O)[C@@H]1O
3601,CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OC)C1c1ccc([N+](=O)[O-])cc1
3602,C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21
3603,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccc(F)cc3)nc2n1
3604,Cc1cccc(-c2n[nH]c(NC(=O)C(C)Oc3ccccc3)n2)c1
3605,NCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
3606,O=C1CC(c2ccccc2O)Oc2ccccc21
3607,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2
3608,CC(=O)Oc1ccc(-c2cc3ccc(OC(C)=O)c(OC(C)=O)c3oc2=O)cc1
3609,Nc1ncnc2c1nc(Br)n2C1CCC1
