,smiles,pchembl
2431,COc1cc(N=C(Nc2cccc(OC)c2)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)ccc1,6.81
2432,CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1C=Cc1ccccc1,5.55
2433,COCCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.61
2434,CNC(=O)C1OC(n2cnc3c2ncnc3NCCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C(O)C1O,8.05
2435,OCC1OC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C(O)C1O,7.9825
2436,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4noc(-c5cccc(OC)c5)n4)nc3)n2)n(CCC)c1=O,5.7
2437,O=C(Cc1ccc(F)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.23
2438,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(F)cc1)n1nc(-c3ccco3)nc21,8.47
2439,COc1cc(Cn2cc3nc(-c4ccc(C)o4)nc(N)c3n2)ccc1,7.06
2440,O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,8.8725
2441,CNc1ncc(C(=O)NC(C)(C)Cc2ccccc2)c2nc(-c3ccco3)nn12,8.19
2442,CCOC(=O)c1c(-c2ccccc2)[n+](C)c(C2CCC2)c(C(=O)SCC)c1CC,5.85
2443,CCCSc1nc(OCC2CCCCC2)cc(NC(C)=O)n1,7.66
2444,O=C(NC(=O)c1ccccc1)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,5.89
2445,c1nc2c([nH]1)c(NC1CC3CCC1C3)nc(Nc1ccc(N3CCOCC3)cc1)n2,6.91
2446,O=C(Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12)NC1CCCCC1,4.23
2447,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2C1OCC(O)(CO)C1O,5.76
2448,CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)n2)n(CCCOC)c1=O,5.89
2449,CC(=O)NCCn1cc(CCCCC(=O)NCCNC(=O)COc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)nn1,6.52
2450,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(F)cc2F)s1)c1ccccc1,7.17
2451,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)NC2CCCCC2)n1,7.2
2452,CCCCC(CC)CNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.79
2453,CNc1ccc(Cn2nnc3c2nc(N)nc3-c2ccco2)cc1,6.2
2454,COc1noc(-c2nc3c([nH]2)N(Cc2ccccc2)C(=O)N2CC(C)N=C32)c1,8.57
2455,COc1cccc(C(=O)Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)c1,5.26
2456,OCC1OC(n2cnc3c2ncnc3NCC2c3ccccc3-c3c2cccc3)C(O)C1O,9.04
2457,CNc1c2ncn(C3SC(C(=O)NCC4CC4)C(O)C3O)c2nc(Cl)n1,8.96
2458,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4noc(-c5ccc(OC)cc5)n4)nc3)n2)n(CCC)c1=O,5.64
2459,CCCn1c(=O)c2c(cc(-c3ccccc3)[nH]2)n(CCC)c1=O,7.02
2460,CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.775
2461,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccncc4)nc31)C(O)C2O,8.68
2462,O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,8.28
2463,OC1C(O)C(n2cnc3c2ncnc3NC(C2CC2)C2CC2)C2CC12,7.77
2464,CCCn1cc2c(n1)nc(NC(=O)Nc1ccc(Cl)c(Cl)c1)n1nc(-c3ccco3)nc21,7.599999999999999
2465,OCC1OC(n2cnc3c2ncnc3NCCCc2ccccc2)C(O)C1O,7.26
2466,CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn(C3OCC(O)C3O)c2n1,6.82
2467,CCOC(=O)c1cnc(NC(C)C)n2nc(-c3ccco3)nc12,8.02
2468,CC(C)CCn1cc2c(n1)nc(NC(=O)Cc1ccc(F)cc1)n1nc(-c3ccco3)nc21,6.94
2469,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCCCc1cn(-c4ccc(C(=O)O)cc4)nn1)nc3NCc1cccc(Cl)c1)C(O)C2O,6.75
2470,CCOC(=O)CCC(Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)C(=O)OCC,8.12
2471,O=C(CCC1CCCC1)Nc1nc(NC2CCCC2)c2ncn(C3OC(CO)C(O)C3O)c2n1,5.85
2472,Cn1cc2c(n1)nc(NC(=O)Nc1cocc1)n1nc(-c3ccco3)nc21,7.96
2473,Cn1cc2c(n1)nc(NC(=O)c1ccccc1)n1nc(-c3ccccc3)nc21,8.3
2474,CC(C)Nc1nc2nc(-c3ccco3)nn2c(NC(=O)Nc2ccccc2)n1,6.77
2475,CNC(=O)C1[Se]C(n2cnc3ncnc(NCc4cc(I)ccc4)c32)C(O)C1O,5.38
2476,Nc1nc(OCCCc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,7.18
2477,O=C(Nc1nc(-c2ccco2)c(-c2ccncc2)nc1)C1CCCC1,5.39
2478,COc1c2oc(=O)c(-c3ccc([N+](=O)[O-])cc3)cc2ccc1,5.1
2479,CCC[n+]1c(-c2ccccc2)c(C(=O)OCC)c(CC)c(C(=O)SCC)c1CC,5.87
2480,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4c(cccc4)c(=O)n3-c3ccccc3)s2)cc1,6.76
2481,CCCn1c(=O)c2c([nH]c3nc(-c4ccccc4)cn32)n(Cc2ccccc2)c1=O,6.94
2482,NC(=O)c1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(NC3CCCC3)n2)nc1,6.42
2483,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(-c3nc4c(cccc4)c(=O)n3-c3ccc(OC)cc3)s2)cc1,8.33
2484,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(OCCOC)cc5)CC4)nc32)C(O)C1O,5.66
2485,Nc1c2nc(-c3ccco3)sc2nc(NCc2cccnc2)n1,7.74
2486,COc1ccc(-n2nc3c(=O)[nH]c4c(cccc4[N+](=O)[O-])n3c2=O)cc1,8.33
2487,CNC(=O)C1[Se]C(n2cnc3c2nc(Cl)nc3NCc2cc(Cl)ccc2)C(O)C1O,8.71
2488,O=C(Nc1nc2c(cccc2)c2cn(-c3ccccc3)nc12)c1cccs1,7.3
2489,CNc1ncc(C(=O)NC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12,8.29
2490,Cc1ccc2nc(O)c3nc(-c4ccccc4)nn3c2c1,6.96
2491,OC1C(O)C(n2cnc3c2nc(Cl)nc3NC2CCCCCCC2)C2CC12,5.82
2492,c1ccc(-c2nc3c([nH]c(-c4ccccc4)n3)c(-c3ccccc3)n2)cc1,7.31
2493,CCC(=O)Nc1nc(-c2cscc2)nc(-c2cscc2)c1,7.19
2494,O=C(Nc1nc(-c2ccccc2)nc2cn(Cc3ccccc3)nc12)c1ccccc1,6.65
2495,CNc1nc2nc(-c3ccco3)nn2c(NC(=O)Cc2ccccc2)n1,5.78
2496,O=C(C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O)N1CCCCC1,6.25
2497,Nc1nc(OCCc2c[nH]c3ccccc23)nc2c1ncn2C1OC(CO)C(O)C1O,6.63
2498,O=C(NCC1CC1)C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,8.44
2499,Nc1c2nc(Br)n(C3CCCC3)c2ncn1,5.38
2500,CCC(=O)Nc1cc(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1,7.92
2501,O=C(NC1CC1)C1SC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O,8.53
2502,Nc1nc(N2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)nc2c1nc(-c1ccco1)s2,6.24
2503,COc1ccc(C=NNc2nc3c(ncn3C3OC(CO)C(O)C3O)c(N)n2)cc1,6.95
2504,CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)n2)n(CCCOC)c1=O,5.6
2505,OCC1OC(n2cnc3c(C(F)(F)F)nc(NCCc4ccccc4)nc32)C(O)C1O,8.65
2506,CC(C)n1cc2c(Cl)nc(NC(=O)c3ccc(C(F)(F)F)cc3)nc2n1,4.99
2507,CCCn1c(=O)c2c(nc3C=C(c4ccccc4)Cn32)n(Cc2ccccc2)c1=O,6.7
2508,O=C(NCc1ccccc1)Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccccc3)nc12,7.2
2509,C=CCN1C(=O)N2CC(CC)N=C2c2c1[nH]c(-c1cc(OCc3ccccc3)nn1C)n2,7.67
2510,Clc1ccc(Nc2nc3c(cccc3)c3c2nc(C2CCCC2)[nH]3)cc1,5.79
2511,CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCCCc1cn(-c4ccc(N=C=S)cc4)nn1)nc3NCc1cccc(Cl)c1)C(O)C2O,7.43
2512,O=C(Nc1nc2c(ncnc2Cl)s1)c1ccccc1,5.13
2513,O=C(COCc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1,5.34
2514,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)Nc2ccccc2Cl)n1,6.75
2515,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,8.07
2516,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(F)ccc4)nc3)n2)n(CC)c1=O,6.02
2517,Nc1nc2c(cccc2)n2c(=O)n(-c3ccccc3)nc12,6.31
2518,Nc1c2nc(-c3ccco3)sc2nc(NCCc2ccccc2)n1,6.66
2519,CC(O)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.45
2520,Nc1c2nc(NC(=O)c3ccccc3)c3nn(-c4ccccc4)c(=O)n3c2ccc1,7.66
2521,Oc1c(Br)c2c(cc1Br)[nH]c1c2ccnc1,5.69
2522,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1,7.6
2523,CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3cccc(I)c3)C(O)C2O)n1,9.27
2524,CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#C[Si](C)(C)C)n1,7.89
2525,Cc1cccc(Nc2nc(-c3cc(C#N)ccc3)c(-n3ccnc3C)s2)n1,6.38
2526,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc31)C(O)C2O,9.2
2527,CCCCC=Cc1nc2c(ncn2C2SCC(O)C2O)c(N)n1,7.88
2528,Cn1c(-c2ccco2)nc2c1ncnc2NC(=O)Cc1ccccc1,5.71
2529,CCCNc1c2nc[nH]c2nc(C#Cc2ccc(Cl)s2)n1,7.79
2530,CCCCCCCCn1cc2c(n1)nc(N)n1nc(-c3ccco3)nc21,5.69
2531,CCOC(=O)C1=C(c2ccccc2)N=C(C)C(=C(O)SCCOC)C1CC,5.34
2532,CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4nocc4)cc3)n2)n(CCCOC)c1=O,6.03
2533,CCOC(=O)c1c(NC(=O)c2c(N(C)C)nc(Nc3ccc(C)cc3)s2)sc2c1CCCC2,5.33
2534,Cc1c(C)c2c(nc(NC(=O)c3ccccc3)nc2O)s1,6.91
2535,CCCNC(=O)C1OC(n2cnc3c2ncnc3N)C(O)C1O,7.3
2536,CCOC(=O)c1c(CC)c(C(=O)SCC)c(CC)[n+](CC)c1-c1ccccc1,6.24
2537,CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NC3CC4CCC3C4)C(O)C2O)n1,7.79
2538,COc1ccc(-n2cc3nc(-c4ccccc4)nc(NC(C)=O)c3n2)cc1,7.01
2539,Cc1csc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)n1,5.9
2540,COc1ccc(-n2nc3c(NC(=O)c4ccccc4)nc4c(cccc4)n3c2=O)cc1,8.54
2541,Clc1ccc(C#Cc2nc(NC3CCOC3)c3[nH]cnc3n2)s1,7.5
2542,Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1,6.91
2543,O=c1oc2c(cccc2O)cc1-c1ccccc1,5.29
2544,Cn1cc2c(n1)nc(NC(=O)Cc1ccc3ccccc3c1)n1nc(-c3ccco3)nc21,7.84
2545,CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(CC(C)(C)C)cc12,6.05
2546,Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,6.6
2547,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)N2CCC(Cc3ccccc3)CC2)C(O)C1O,4.31
2548,CCNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2ccccc2C)C(O)C1O,8.6
2549,Cn1cc2c(Cl)nc(N(C(=O)c3ccccc3)C(=O)c3ccccc3)nc2n1,5.15
2550,Nc1c2nc(-c3cccs3)sc2nc(NCc2cccs2)n1,7.42
2551,Nc1nc2c(cccc2)n2c(=O)c(-c3ccccc3)nn12,7.46
2552,CNC(=O)C12CC1C(n1cnc3c1ncnc3NCc1cc(I)ccc1)C(O)C2O,8.62
2553,Oc1ccc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3C2C(O)C(O)C3CC32)cc1,7.34
2554,Cn1cc2c(n1)nc(NCCCCN)n1nc(-c3ccco3)nc21,5.38
2555,C=CCN1C(=O)N2CC(C)N=C2c2c1[nH]c(-c1cc(OC)no1)n2,8.45
2556,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,5.92
2557,COc1ccc(Nc2nc3c(ncnc3N3CCCC3CO)s2)cc1,6.23
2558,CC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1,8.1
2559,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NC1C3CCC1CC3)C(O)C2O,7.84
2560,CCNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NC2CC2)C(O)C1O,9.17
2561,CNc1nc(-c2cn(Cc3ccccc3)nn2)nc2c1ncn2C1OC(CO)C(O)C1O,7.27
2562,Cc1cc(Nc2nc3c(nc(C)nc3O)s2)ccc1,6.35
2563,CCC(=O)Nc1nc(-c2ccccc2OC)nc(-c2ccccc2OC)c1,7.63
2564,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,7.72
2565,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)cc5)CC4)nc32)C(O)C1O,5.73
2566,CCN(CC)c1nc2nn(C)cc2c2nc(-c3ccco3)nn12,7.02
2567,O=C(Nc1nc2nn(CCc3ccccc3)cc2c(Cl)n1)c1ccccc1,5.07
2568,CNc1nc(-n2cc(CC3CCCC3)nn2)nc2c1ncn2C1OC(CO)C(O)C1O,8.89
2569,COc1cc(O)ccc1-c1cn2c(=O)n(-c3ccccc3)nc2c(N)n1,4.95
2570,CCn1c(=O)n(CC2CC2)c(=O)c2c1nc(-c1cn(Cc3cccc(C(F)(F)F)c3)nc1)[nH]2,6.49
2571,CCn1cc2c(n1)nc(NC(=O)Nc1ccc(Cl)c(Cl)c1)n1nc(-c3ccco3)nc21,7.52
2572,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5ccc(C(F)(F)F)cc5)no4)nc3)n2)n(CCC)c1=O,5.89
2573,CCOC(=O)c1c(CC)c(C(=O)OCC)c(-c2ccccc2)nc1C,6.75
2574,CCNC(=O)C1OC(n2cnc3c2ncnc3NC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)C(O)C1O,7.77
2575,CCCCC(CC)CNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.41
2576,O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)C(c1ccccc1)c1ccccc1,8.05
2577,C#CCCCNC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,8.39
2578,Cc1nc2c([nH]1)c1c([nH]c(C)n1)c1c2[nH]c(C)n1,6.89
2579,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)N2CCOCC2)C(O)C1O,5.12
2580,Nc1nc(-c2ccco2)c2nnn(Cc3cc(C(F)(F)F)ccc3)c2n1,6.13
2581,Cn1cc2c(n1)nc(NC(=O)Nc1cc[n+](C)cc1)n1nc(-c3ccco3)nc21,7.55
2582,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5cc([N+](=O)[O-])c(O)cc5)cc4)nc32)C(O)C1O,6.77
2583,Cc1cccc(C)c1OCC(=O)Nc1n[nH]c(-c2ccccc2)n1,5.26
2584,C=CCN(C)S(=O)(=O)c1ccc(NC(=O)Nc2ncnc3c2ncn3C2OC(C(=O)NCC)C(O)C2O)cc1,8.0
2585,Cc1ccc(S(=O)(=O)n2cc(CCOc3nc4c(ncn4C4OC(CO)C(O)C4O)c(N)n3)c3c2ccc(Br)c3)cc1,5.06
2586,Cn1cc2c(n1)nc(NC(=O)Cc1ccccc1)n1nc(-c3ccco3)nc21,8.09
2587,CN1CCN(c2nc(-c3ccc(Cl)c(C(F)(F)F)c3)nc3c2nc[nH]3)CC1,6.1
2588,Cn1cc2c(n1)nc(N=C(NC1CCCCC1)NC1CCCCC1)n1nc(-c3ccco3)nc21,7.54
2589,O=C(Nc1nc2nn(CC3CCCCC3)cc2c2nc(-c3ccco3)nn12)NC1CCCCC1,6.67
2590,c1ccc2nc(-c3nc4c(cncc4)[nH]3)cnc2c1,6.78
2591,CC(C)(C)OC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1,8.62
2592,CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NCc3ccc(Cl)cc3F)C(O)C2O)n1,8.29
2593,OC1C(n2cnc3c2nc(Cl)nc3NC2CC3CCC2C3)C2CC2(CCl)C1O,6.34
2594,CNC(=O)C1[Se]C(n2cnc3c2ncnc3NCc2cc(Cl)ccc2)C(O)C1O,8.46
2595,CC(=O)Nc1nc2c(cccc2)n2nc(-c3ccco3)nc12,6.6
2596,O=C(COc1cc2c(cc1)CCC2)Nc1n[nH]c(-c2ccccc2)n1,5.66
2597,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(CCc2ccccc2)n1,5.07
2598,CC(CCc1ccccc1)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,7.42
2599,CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NC1CC1c1ccccc1)C(O)C2O,9.11
2600,CCn1nnc(C2OC(n3cnc4c3ncnc4NC3CC4CCC3C4)C(O)C2O)n1,8.05
2601,CCCCC#Cc1nc(NCc2cc(Br)ccc2)c2ncn(C3C(O)C(O)C4CC43)c2n1,8.07
2602,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,6.21
2603,Cc1nc2cn(-c3c(F)cccc3)nc2c(O)n1,6.65
2604,CCCCCC(=O)Nc1nc(Oc2ccccc2)nc2nc(-c3ccco3)nn12,5.66
2605,Cc1cc(-c2nc3c([nH]2)N(Cc2ccccc2)C(=O)N2CC(C)N=C32)nn1C,7.91
2606,CCOC(=O)Cc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,6.42
2607,CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1ccc(S(=O)(=O)O)cc1)nc3NCc1cc(Cl)ccc1)C(O)C2O,7.96
2608,O=c1c(O)c(-c2ccccc2)oc2c1c(O)cc(O)c2,5.5
2609,CCCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(CC2CCCO2)c1=O,6.2
2610,CCNC(=O)C1OC(n2cnc3c2nc(N=[N+]=[N-])nc3NC)C(O)C1O,7.94
2611,O=C(Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12)c1cccs1,8.23
2612,COc1ccc(-n2nc3c(NS(=O)(=O)c4ccccc4)nc4c(cccc4)n3c2=O)cc1,8.66
2613,CN(C)CCOc1ccc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)cc1,8.03
2614,Cc1cccc(-c2nc3c(ncnc3NC3CCCC3)n2C)c1,6.29
2615,Nc1nc(-c2ccco2)c2nnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,5.91
2616,CN(C)c1nc2nc(-c3ccco3)nn2c(NC(=O)Cc2ccccc2)n1,5.98
2617,COc1c(OC)c(OC)cc(-c2c(-c3ccncc3)sc(NC(C)=O)n2)c1,9.4
2618,COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)n(-c4ccccc4)nc23)cc1,6.02
2619,CCCn1c(=O)c2c(nc3C=C(C)C(C)n32)n(Cc2ccccc2)c1=O,7.1
2620,CCCn1c(=O)c2c([nH]c(-c3ccccc3)n2)n(CCS(=O)(=O)CC)c1=O,7.03
2621,Nc1nc(OCCc2c[nH]c3c2cc(F)cc3)nc2c1ncn2C1OC(CO)C(O)C1O,6.31
2622,COc1ccc(C(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc1,6.55
2623,CCc1nc2cn(-c3ccccc3)nc2c(O)n1,6.945
2624,CCCC1=NC(c2ccccc2)=C(C(=O)OCC)C(CC)C1=C(O)SCC,5.68
2625,Nc1nc(-c2cccs2)c2nnn(Cc3ccccc3F)c2n1,6.06
2626,COc1ccc(CC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,6.445
2627,COc1ccc(C=Cc2nc(C=Cc3ccc(OC)cc3)nc(NC(C)=O)c2)cc1,6.29
2628,Cn1cc2c(n1)nc(NC(=O)Nc1cc3c(cccc3)o1)n1nc(-c3ccco3)nc21,7.92
2629,CNC(=O)C1OC(n2cnc3c(NOC)nc(C#Cc4ccc(C(C)=O)cc4)nc32)C(O)C1O,8.6
2630,CCOC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCN(C(=O)OCC)C2,6.22
2631,CCCn1c(=O)c2c([nH]c(-c3cn(CC(=O)Nc4ccccc4Cl)nc3)n2)n(CCC)c1=O,5.92
2632,OCc1cn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(Nc3ccccn3)n2)nc1,8.52
2633,O=c1cc(-c2ccccc2)oc2c1cccc2,4.77
2634,CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5cccc(OC)c5)no4)nc3)n2)n(CCC)c1=O,6.22
2635,CCCn1c(=O)c2c(nc3N(Cc4ccc(Cl)cc4)CCCn32)n(CCC)c1=O,5.8
2636,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(OCCC2CCCCC2)n1,6.24
2637,Cc1nc2cn(-c3ccccc3)nc2c(N(C(=O)c2ccco2)C(=O)c2ccco2)n1,7.48
2638,O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,7.08
2639,CNC(=O)C1OC(n2cnc3c2nc(C#Cc2ccccn2)nc3NC)C(O)C1O,9.4
2640,Cn1cc2c(n1)nc(N=C(Nc1ccc(Br)cc1)Nc1ccc(Br)cc1)n1nc(-c3ccco3)nc21,6.46
2641,OCC12CC1C(n1cnc3c1ncnc3NCc1cc(I)ccc1)C(O)C2O,8.215
2642,CCCCC#Cc1nc(NCc2cccc(F)c2)c2ncn(C3OCC(O)C3O)c2n1,6.24
2643,COc1ccc(-c2cc(NC(C)=O)nc(-c3ccc(OC)cc3)n2)cc1,8.44
2644,c1coc(-c2nn3c(NC4CCCCC4)nc(NC4CCCCC4)nc3n2)c1,6.89
2645,CCNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NC2CCCC2)C(O)C1O,8.55
2646,Nc1nc(OCCc2cccc(F)c2)nc2c1ncn2C1OC(CO)C(O)C1O,6.92
2647,CNC(=O)C12CC1C(n1cnc3c1nc(-n1cc(-c4ccc(Cl)s4)nn1)nc3NCC1CCC1)C(O)C2O,7.68
2648,Nc1nc2c(nnn2Cc2c(F)cccc2)c(-n2cncn2)n1,5.55
2649,COC(=O)c1cc(Cn2nnc3c2nc(N)nc3-c2ccco2)ccc1,5.93
2650,CCn1nnc(C2OC(n3cnc4c3ncnc4NCc3ccco3)C(O)C2O)n1,8.31
2651,Clc1cc(-c2nc(N3CCCCC3)c3[nH]cnc3n2)ccc1,7.4
2652,CCCn1c(=O)c2c(nc3N(CC(=O)N4CCN(c5ccccc5)CC4)CCCn32)n(CCC)c1=O,5.61
2653,COc1c2nc(NC(=O)C(C)(C)Oc3ccc(F)cc3)sc2c(N2CCOCC2)nc1,6.4
2654,CCCCn1cc2c(n1)nc(NC(=O)Cc1ccc3ccccc3c1)n1nc(-c3ccco3)nc21,6.76
2655,CC(=O)Nc1ccc(Cn2nnc3c2nc(N)nc3-c2ccco2)cc1,5.62
2656,Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCOCCOCCNC(=O)OC(C)(C)C)cc1)n1nc(-c3ccco3)nc21,7.13
2657,Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(N=NNC(=O)Nc2ccc(Cl)cc2)n1,7.41
2658,O=c1c2c(c(C3CCC3)nn1Cc1ccccc1)c1cc(-c3ccccc3)nn1cn2,6.71
2659,CCCn1c(=O)c2c(nc3N(CC(=O)N4CCN(Cc5ccc(OC)cc5)CC4)CCCn32)n(CCC)c1=O,5.8
2660,CCOC(=O)Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1,6.69
2661,CCCSc1nc(OCc2ccc(Cl)cc2)cc(NC(C)=O)n1,8.46
2662,CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccc([N+](=O)[O-])cc5)nc43)C(O)C2O)n1,6.4
2663,COc1c(O)ccc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3C2C(O)C(O)C3CC32)c1,7.96
2664,COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccccc4)nn23)cc1,7.31
2665,CCNC(=O)C1OC(n2cnc3c(N)nc(NC(=O)CCC4CCCC4)nc32)C(O)C1O,6.0
2666,Nc1nc(-c2ccc(O)cc2)nc2cn(-c3ccccc3)nc12,6.37
2667,COc1c(OC)c(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3OC)c2)ccc1,6.17
2668,OC1C(O)C(n2cnc3c2nc(Cl)nc3NCc2c(F)cccc2)C2CC12,7.38
2669,C#CCCCCC#Cc1nc(NCc2cc(Cl)ccc2)c2ncn(C3C(O)C(O)C4(C(=O)NC)CC34)c2n1,7.53
2670,O=c1n(-c2cc(F)ccc2)nc2c(NC3CCCC3)nc3c(cccc3)n12,6.76
2671,CNc1ncc(C(=O)OCc2c(Br)cccc2)c2nc(-c3ccco3)nn12,7.84
2672,CCCCC#Cc1nc2c(ncn2C2SCC(O)C2O)c(N)n1,7.93
2673,CNc1c2ncn(C3OC(CO)C(O)C3O)c2ncn1,8.03
2674,OCC1OC(n2cnc3c2ncnc3NC(C2CCC2)C2CCC2)C(O)C1O,4.97
2675,Cc1ccc2nc(NC(=O)CCCc3ccccc3)sc(=O)c2c1,6.83
2676,CC(C)CCn1cc2c(n1)nc(NC(=O)Cc1cccs1)n1nc(-c3ccco3)nc21,6.51
